"ME" "RMSE" "MAE" "MAPE" "MPE" "MASE"
"Total" 4900.14608545245 8798.80522123416 5312.38840408852 28.9518753640481 25.7631687160967 0.957861270211763
"A" 424.281055757319 694.816679221045 616.300612929948 57.3292068850247 22.5804870584094 0.952060679088487
"B" 2666.53487178629 5672.80624009464 2926.05266093599 25.7441635104829 16.6325835706398 0.959377910995252
"C" 183.638214870976 1594.43595408952 1000.85439798663 141.387778978749 -109.994998228061 1.46622954687497
"D" 60.97375410002 138.047127056944 101.555757953047 80.4180506884459 13.3789136320886 2.3251497170266
"E" 1407.74844733089 2441.96162058228 1414.53224272987 69.0857919638305 65.4580938895073 4.06110100191602
"F" 156.969741606959 1255.64622579101 938.463817079346 43.2581517991582 -8.79494594843139 0.552304892929894
"X2700201" -0.0921633661366852 0.138724863636572 0.0921633661366852 Inf -Inf 0.491537952728988
"X2700300" -0.0754063904754697 0.113502161157195 0.0754063904754697 Inf -Inf 0.517072391831792
"X2700409" -0.646949742847773 1.77376348231053 1.22254650916 Inf -Inf 0.838317606281141
"X2700508" -0.18432673227337 0.277449727273144 0.18432673227337 Inf -Inf 0.50558189423553
"X2700607" -0.0921633661366852 0.138724863636572 0.0921633661366852 Inf -Inf 0.680591011470906
"X2700805" 0 0 0 NA NA NA
"X2701001" -0.18432673227337 0.277449727273144 0.18432673227337 Inf -Inf 0.465667534164304
"X2701100" -0.118201919573997 0.584868260678073 0.443082084404304 Inf -Inf 0.886164168808609
"X2701308" -0.000451544972744086 0.302413953341055 0.159334459472364 Inf -Inf 0.956006756834187
"X2701357" -0.192705220103978 0.290061078512833 0.192705220103978 Inf -Inf 0.486834240262681
"X2701407" 0.0154023407429832 0.587436216950796 0.375561624786961 Inf -Inf 1.09254290847116
"X2701704" -0.00135463491823225 0.933003006926702 0.493805651202418 Inf -Inf 0.987611302404835
"X2701902" 0 0 0 NA NA NA
"X2702108" -0.318382537563094 0.479231347108159 0.318382537563094 Inf -Inf 0.587783146270328
"X2702207" 0.0749548455027256 0.28447424347252 0.0891450368497795 Inf -Inf 4.27896176878942
"X2702306" 0.7282760296386 2.37847483374934 1.82303678597621 Inf -Inf 1.48314857164166
"X2702553" -0.0502709269836465 0.0756681074381303 0.0502709269836465 Inf -Inf 0.603251123803757
"X2702603" -0.100541853967293 0.151336214876261 0.100541853967293 Inf -Inf 0.689429855775723
"X2702702" -0.0754063904754697 0.113502161157195 0.0754063904754697 Inf -Inf 0.482600899043006
"X2702801" 0.248193820109024 1.08949481909126 0.70703962871507 Inf -Inf 1.2569593399379
"X2703007" -0.00928157777609592 0.626820645441127 0.337330622508359 Inf -Inf 1.15656213431437
"X2703205" -0.101444943912781 0.523791881187268 0.379606256964176 Inf -Inf 0.867671444489545
"X2703502" 0.199277528043609 0.714391488027122 0.449482518152695 Inf -Inf 1.54108291938067
"X2703601" 0.0409893492075505 0.390223864242183 0.24216659116279 Inf -Inf 0.861036768578809
"X2703759" 0.0471101121744378 1.17509456819783 0.800828273371532 Inf -Inf 0.915232312424608
"X2703809" -0.177302879360995 0.889907601324948 0.651725909490991 Inf -Inf 1.06043537815483
"X2703908" -0.134055805289724 0.201781619835014 0.134055805289724 Inf -Inf 0.612826538467309
"X2704005" -0.243427692060369 0.561630567562758 0.400280679896476 Inf -Inf 0.55691225029075
"X2704203" 0.00747539788511956 0.466484035084025 0.319382952757046 Inf -Inf 0.958148858271139
"X2704302" -0.126580407404604 0.403247908586419 0.261024379239375 Inf -Inf 0.511394702183265
"X2704906" -0.0167569756612155 0.0252227024793768 0.0167569756612155 Inf -Inf 0.536223221158896
"X2704500" -0.0371263111043837 1.78226979431839 1.14660150345209 Inf -Inf 0.887691486543556
"X2704708" 0.0400862592620624 1.08111752365871 0.53674295640895 Inf -Inf 1.01033968265214
"X2704807" -0.00837848783060774 0.0126113512396884 0.00837848783060774 Inf -Inf 0.402167415869172
"X2705101" -0.0613586846507188 1.19747506887676 0.820373599117365 Inf -Inf 1.12508379307524
"X2705200" -0.117750374601252 0.415697239025769 0.282277302735938 Inf -Inf 0.713121606911844
"X2705507" -0.737306929093481 1.10979890909258 0.737306929093481 Inf -Inf 0.620890045552405
"X2705606" 0.0890025513274765 1.27925351948544 0.781680981224994 Inf -Inf 0.86254453100689
"X2706307" -0.0423439841257828 0.339623662302634 0.205236158934542 Inf -Inf 0.938222440843621
"X2706448" -0.0754063904754697 0.113502161157195 0.0754063904754697 Inf -Inf 0.517072391831792
"X2706505" 0.507023852912376 1.7344913714016 0.975846862513832 Inf -Inf 1.99321912343251
"X2706604" 0.149909691005451 0.577029450627598 0.182920376746828 Inf -Inf 5.85345205589849
"X2706703" -0.545956343907736 1.15917923755863 0.78143891655405 Inf -Inf 0.577062584532221
"X2706802" -0.125677317459116 0.189170268595326 0.125677317459116 Inf -Inf 0.482600899043006
"X2706901" -0.00973312274884003 0.584507754711779 0.448539058999797 Inf -Inf 0.956883325866233
"X2707008" 0 0 0 NA NA NA
"X2707305" -0.0855910581970538 1.01853592052792 0.58388764176178 Inf -Inf 0.918905141133293
